interpro_id,keywords
IPR019045,"restriction,endonuclease,restriction endonuclease,ii,type ii,tdeiii,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,restriction,modification,dna restriction,restriction modification,modification system,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,dna metabolic,nuclease,dna nuclease,nuclease activity,endonuclease,endonuclease activity,stress,to stress,restriction,modification,dna restriction,restriction modification,modification system,endonuclease,endonuclease activity,active,with,either,ribo,deoxyribonucleic,acids,and,producing,phosphomonoesters,active with,with either,either ribo,ribo or,or deoxyribonucleic,deoxyribonucleic acids,acids and,and producing,producing 5,5 phosphomonoesters,defense,other,organism,defense response,to other,other organism,external,biotic,to external,external biotic,biotic stimulus,modification,dna modification,external,to external,external stimulus,endonuclease,dna endonuclease,endonuclease activity,clearance,foreign,acids,clearance of,of foreign,foreign intracellular,intracellular nucleic,nucleic acids,other,organism,to other,other organism,nuclease,nuclease activity,modification,macromolecule modification,endodeoxyribonuclease,endodeoxyribonuclease activity,producing,phosphomonoesters,producing 5,5 phosphomonoesters,restriction,endodeoxyribonuclease,restriction endodeoxyribonuclease,endodeoxyribonuclease activity,defense,defense response,biotic,to biotic,biotic stimulus,on dna,ester,on ester,ester bonds,involved,interspecies,interaction,between,organisms,process involved,involved in,in interspecies,interspecies interaction,interaction between,between organisms,clearance,foreign,clearance of,of foreign,foreign intracellular,intracellular dna,a nucleic"
IPR019046,"restriction,endonuclease,restriction endonuclease,ii,type ii,ngopii,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,restriction,modification,dna restriction,restriction modification,modification system,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,dna metabolic,nuclease,dna nuclease,nuclease activity,endonuclease,endonuclease activity,stress,to stress,restriction,modification,dna restriction,restriction modification,modification system,endonuclease,endonuclease activity,active,with,either,ribo,deoxyribonucleic,acids,and,producing,phosphomonoesters,active with,with either,either ribo,ribo or,or deoxyribonucleic,deoxyribonucleic acids,acids and,and producing,producing 5,5 phosphomonoesters,defense,other,organism,defense response,to other,other organism,external,biotic,to external,external biotic,biotic stimulus,modification,dna modification,external,to external,external stimulus,endonuclease,dna endonuclease,endonuclease activity,clearance,foreign,acids,clearance of,of foreign,foreign intracellular,intracellular nucleic,nucleic acids,other,organism,to other,other organism,nuclease,nuclease activity,modification,macromolecule modification,endodeoxyribonuclease,endodeoxyribonuclease activity,producing,phosphomonoesters,producing 5,5 phosphomonoesters,restriction,endodeoxyribonuclease,restriction endodeoxyribonuclease,endodeoxyribonuclease activity,defense,defense response,biotic,to biotic,biotic stimulus,on dna,ester,on ester,ester bonds,involved,interspecies,interaction,between,organisms,process involved,involved in,in interspecies,interspecies interaction,interaction between,between organisms,clearance,foreign,clearance of,of foreign,foreign intracellular,intracellular dna,a nucleic"
IPR019048,"immunodominant,surface,immunodominant surface,surface protein,ehrlichia,tandem,repeat,ehrlichia tandem,tandem repeat,repeat containing"
IPR019049,"nucleoporin,ndc1,nup,nucleoporin protein,protein ndc1,ndc1 nup"
IPR019050,"fdf,fdf domain"
IPR019054,"restriction,endonuclease,restriction endonuclease,ii,type ii,acci"
IPR019057,"restriction,endonuclease,restriction endonuclease,ii,type ii,eco47ii,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,restriction,modification,dna restriction,restriction modification,modification system,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,dna metabolic,nuclease,dna nuclease,nuclease activity,endonuclease,endonuclease activity,stress,to stress,restriction,modification,dna restriction,restriction modification,modification system,endonuclease,endonuclease activity,active,with,either,ribo,deoxyribonucleic,acids,and,producing,phosphomonoesters,active with,with either,either ribo,ribo or,or deoxyribonucleic,deoxyribonucleic acids,acids and,and producing,producing 5,5 phosphomonoesters,defense,other,organism,defense response,to other,other organism,external,biotic,to external,external biotic,biotic stimulus,modification,dna modification,external,to external,external stimulus,endonuclease,dna endonuclease,endonuclease activity,clearance,foreign,acids,clearance of,of foreign,foreign intracellular,intracellular nucleic,nucleic acids,other,organism,to other,other organism,nuclease,nuclease activity,modification,macromolecule modification,endodeoxyribonuclease,endodeoxyribonuclease activity,producing,phosphomonoesters,producing 5,5 phosphomonoesters,restriction,endodeoxyribonuclease,restriction endodeoxyribonuclease,endodeoxyribonuclease activity,defense,defense response,biotic,to biotic,biotic stimulus,on dna,ester,on ester,ester bonds,involved,interspecies,interaction,between,organisms,process involved,involved in,in interspecies,interspecies interaction,interaction between,between organisms,clearance,foreign,clearance of,of foreign,foreign intracellular,intracellular dna,a nucleic"
IPR019058,"restriction,endonuclease,restriction endonuclease,ii,type ii,haeii"
IPR019059,"restriction,endonuclease,restriction endonuclease,ii,type ii,haeiii"
IPR019062,"restriction,endonuclease,restriction endonuclease,ii,type ii,hpaii"
IPR019063,"restriction,endonuclease,restriction endonuclease,ii,type ii,llami"
IPR019064,"restriction,enzyme,nlaiv,type 2,2 restriction,restriction enzyme,enzyme nlaiv,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,endonuclease,dna endonuclease,endonuclease activity,restriction,endodeoxyribonuclease,restriction endodeoxyribonuclease,endodeoxyribonuclease activity,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,on dna,nuclease,nuclease activity,ester,on ester,ester bonds,nuclease,dna nuclease,nuclease activity,endodeoxyribonuclease,endodeoxyribonuclease activity,producing,phosphomonoesters,producing 5,5 phosphomonoesters,endonuclease,endonuclease activity,a nucleic,endonuclease,endonuclease activity,active,with,either,ribo,deoxyribonucleic,acids,and,producing,phosphomonoesters,active with,with either,either ribo,ribo or,or deoxyribonucleic,deoxyribonucleic acids,acids and,and producing,producing 5,5 phosphomonoesters"
IPR019065,"restriction,endonuclease,restriction endonuclease,ii,type ii,ngofvii"
IPR019066,"restriction,endonuclease,restriction endonuclease,ii,type ii,saci"
IPR019067,"restriction,endonuclease,restriction endonuclease,ii,type ii,mami,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,restriction,modification,dna restriction,restriction modification,modification system,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,dna metabolic,nuclease,dna nuclease,nuclease activity,endonuclease,endonuclease activity,stress,to stress,restriction,modification,dna restriction,restriction modification,modification system,endonuclease,endonuclease activity,active,with,either,ribo,deoxyribonucleic,acids,and,producing,phosphomonoesters,active with,with either,either ribo,ribo or,or deoxyribonucleic,deoxyribonucleic acids,acids and,and producing,producing 5,5 phosphomonoesters,defense,other,organism,defense response,to other,other organism,external,biotic,to external,external biotic,biotic stimulus,modification,dna modification,external,to external,external stimulus,endonuclease,dna endonuclease,endonuclease activity,clearance,foreign,acids,clearance of,of foreign,foreign intracellular,intracellular nucleic,nucleic acids,other,organism,to other,other organism,nuclease,nuclease activity,modification,macromolecule modification,endodeoxyribonuclease,endodeoxyribonuclease activity,producing,phosphomonoesters,producing 5,5 phosphomonoesters,restriction,endodeoxyribonuclease,restriction endodeoxyribonuclease,endodeoxyribonuclease activity,defense,defense response,biotic,to biotic,biotic stimulus,on dna,ester,on ester,ester bonds,involved,interspecies,interaction,between,organisms,process involved,involved in,in interspecies,interspecies interaction,interaction between,between organisms,clearance,foreign,clearance of,of foreign,foreign intracellular,intracellular dna,a nucleic"
IPR019068,"restriction,endonuclease,restriction endonuclease,ii,type ii,mjai,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,restriction,modification,dna restriction,restriction modification,modification system,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,dna metabolic,nuclease,dna nuclease,nuclease activity,endonuclease,endonuclease activity,stress,to stress,restriction,modification,dna restriction,restriction modification,modification system,endonuclease,endonuclease activity,active,with,either,ribo,deoxyribonucleic,acids,and,producing,phosphomonoesters,active with,with either,either ribo,ribo or,or deoxyribonucleic,deoxyribonucleic acids,acids and,and producing,producing 5,5 phosphomonoesters,defense,other,organism,defense response,to other,other organism,external,biotic,to external,external biotic,biotic stimulus,modification,dna modification,external,to external,external stimulus,endonuclease,dna endonuclease,endonuclease activity,clearance,foreign,acids,clearance of,of foreign,foreign intracellular,intracellular nucleic,nucleic acids,other,organism,to other,other organism,nuclease,nuclease activity,modification,macromolecule modification,endodeoxyribonuclease,endodeoxyribonuclease activity,producing,phosphomonoesters,producing 5,5 phosphomonoesters,restriction,endodeoxyribonuclease,restriction endodeoxyribonuclease,endodeoxyribonuclease activity,defense,defense response,biotic,to biotic,biotic stimulus,on dna,ester,on ester,ester bonds,involved,interspecies,interaction,between,organisms,process involved,involved in,in interspecies,interspecies interaction,interaction between,between organisms,clearance,foreign,clearance of,of foreign,foreign intracellular,intracellular dna,a nucleic"
IPR019069,"restriction,endonuclease,restriction endonuclease,ii,type ii,scai"
IPR019070,"ii,restriction,endonuclease,sini,type ii,ii restriction,restriction endonuclease,endonuclease sini,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,restriction,modification,dna restriction,restriction modification,modification system,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,dna metabolic,nuclease,dna nuclease,nuclease activity,endonuclease,endonuclease activity,stress,to stress,restriction,modification,dna restriction,restriction modification,modification system,endonuclease,endonuclease activity,active,with,either,ribo,deoxyribonucleic,acids,and,producing,phosphomonoesters,active with,with either,either ribo,ribo or,or deoxyribonucleic,deoxyribonucleic acids,acids and,and producing,producing 5,5 phosphomonoesters,defense,other,organism,defense response,to other,other organism,external,biotic,to external,external biotic,biotic stimulus,modification,dna modification,external,to external,external stimulus,endonuclease,dna endonuclease,endonuclease activity,clearance,foreign,acids,clearance of,of foreign,foreign intracellular,intracellular nucleic,nucleic acids,other,organism,to other,other organism,nuclease,nuclease activity,modification,macromolecule modification,endodeoxyribonuclease,endodeoxyribonuclease activity,producing,phosphomonoesters,producing 5,5 phosphomonoesters,restriction,endodeoxyribonuclease,restriction endodeoxyribonuclease,endodeoxyribonuclease activity,defense,defense response,biotic,to biotic,biotic stimulus,on dna,ester,on ester,ester bonds,involved,interspecies,interaction,between,organisms,process involved,involved in,in interspecies,interspecies interaction,interaction between,between organisms,clearance,foreign,clearance of,of foreign,foreign intracellular,intracellular dna,a nucleic"
IPR019071,"restriction,endonuclease,restriction endonuclease,ii,type ii,xcyi,magnesium,magnesium ion,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,restriction,modification,dna restriction,restriction modification,modification system,cation binding,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,dna metabolic,nuclease,dna nuclease,nuclease activity,endonuclease,endonuclease activity,stress,to stress,restriction,modification,dna restriction,restriction modification,modification system,endonuclease,endonuclease activity,active,with,either,ribo,deoxyribonucleic,acids,and,producing,phosphomonoesters,active with,with either,either ribo,ribo or,or deoxyribonucleic,deoxyribonucleic acids,acids and,and producing,producing 5,5 phosphomonoesters,defense,other,organism,defense response,to other,other organism,external,biotic,to external,external biotic,biotic stimulus,modification,dna modification,external,to external,external stimulus,endonuclease,dna endonuclease,endonuclease activity,clearance,foreign,acids,clearance of,of foreign,foreign intracellular,intracellular nucleic,nucleic acids,other,organism,to other,other organism,nuclease,nuclease activity,modification,macromolecule modification,endodeoxyribonuclease,endodeoxyribonuclease activity,producing,phosphomonoesters,producing 5,5 phosphomonoesters,restriction,endodeoxyribonuclease,restriction endodeoxyribonuclease,endodeoxyribonuclease activity,defense,defense response,magnesium,magnesium ion,biotic,to biotic,biotic stimulus,on dna,ester,on ester,ester bonds,involved,interspecies,interaction,between,organisms,process involved,involved in,in interspecies,interspecies interaction,interaction between,between organisms,clearance,foreign,clearance of,of foreign,foreign intracellular,intracellular dna,a nucleic"
